151	7	7	7	4
231	0	7	2	6
131	9	7	7	6
251	2	7	2	8
141	9	8	9	7
263	3	6	4	6
141	9	7	3	7
220	0	2	2	4
150	7	1	7	3
250	2	1	2	3
130	9	1	7	2
230	0	1	2	2
140	9	0	9	1
261	3	2	4	2
140	9	1	3	1
260	3	0	4	0
141	3	7	3	6
241	0	8	0	7
163	6	6	5	6
263	4	6	5	6
141	3	6	5	6
241	0	7	4	7
131	7	6	5	5
241	4	7	4	5
140	3	1	3	2
230	2	2	3	0
161	6	2	5	2
261	4	2	5	2
140	3	2	5	2
230	3	0	4	2
130	7	2	5	3
250	2	3	7	3
130	5	3	4	5
231	2	6	4	5
111	9	5	8	4
250	7	3	7	1
141	5	6	1	6
210	0	3	1	4
141	1	6	1	5
251	2	8	2	5
131	5	5	4	3
250	7	1	1	1
131	4	3	2	4
250	1	1	1	5
140	5	2	4	2
240	0	0	0	1
131	2	4	3	2
231	4	5	5	3
151	7	4	3	4
231	5	3	3	4
140	4	2	4	4
231	3	4	2	2
