151	7	7	7	4
250	2	1	2	4
131	9	7	7	6
230	0	1	2	2
141	9	8	9	7
251	2	7	2	8
141	9	7	1	7
240	0	0	0	1
130	9	1	7	2
250	2	4	2	5
110	9	3	8	4
221	0	6	2	4
150	7	1	7	0
250	2	5	6	5
140	9	0	9	1
240	0	1	9	1
130	7	2	9	1
251	2	8	2	5
150	7	0	3	0
230	2	2	3	0
151	7	4	3	4
211	0	5	1	4
151	3	4	3	0
231	0	7	1	5
163	6	6	5	6
241	0	8	0	6
131	7	6	5	5
200	0	4	0	5
151	3	0	3	6
251	2	5	4	5
151	3	6	3	5
231	1	5	3	6
141	1	7	2	7
231	3	6	5	5
151	3	5	5	5
251	4	5	4	2
141	2	7	2	5
200	0	5	0	4
151	5	5	5	4
250	6	5	6	2
120	9	2	7	4
251	4	2	4	4
141	2	5	4	5
251	4	4	6	4
130	9	1	7	2
251	6	4	6	7
141	4	5	6	5
241	0	6	5	6
141	6	5	6	2
241	5	6	5	4
141	6	2	6	7
261	3	2	4	2
141	6	7	6	4
241	5	4	5	6
0	0	0	0	0
241	5	4	5	7
141	6	4	6	2
264	3	8	4	8
141	6	2	6	6
264	4	8	5	8
164	6	8	5	8
241	5	7	5	8
130	7	2	6	4
241	5	8	5	4
130	6	4	5	6
241	5	4	3	4
141	6	6	6	5
241	3	4	3	6
130	5	6	3	5
220	0	2	2	0
160	6	0	5	0
241	3	6	5	6
160	5	0	4	0
241	5	6	2	6
160	4	0	4	1
261	4	2	5	2
120	7	4	5	2
241	2	6	2	5
160	4	1	3	1
220	2	0	0	2
120	5	2	7	4
211	1	4	0	5
130	3	5	2	3
241	2	5	6	5
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
