151	7	7	7	4
251	2	7	2	4
131	9	7	7	6
231	0	7	2	6
141	9	8	9	7
263	3	6	4	6
141	9	7	3	7
250	2	1	2	3
141	3	7	3	6
230	0	1	2	2
150	7	1	7	2
240	0	0	0	1
150	7	2	3	2
264	3	8	4	8
130	9	1	7	2
231	2	6	3	8
151	7	4	3	4
210	0	3	1	4
151	3	4	5	4
240	0	1	3	1
163	6	6	5	6
0	0	0	0	0
161	6	2	5	2
240	3	1	7	1
140	9	0	8	0
230	2	2	1	0
140	8	0	8	3
200	0	4	0	3
141	3	6	3	3
240	7	1	2	1
151	5	4	5	3
0	0	0	0	0
161	5	2	4	2
200	0	3	0	4
141	3	3	2	3
240	2	1	2	3
140	8	3	2	3
230	1	0	3	1
161	4	2	4	1
230	3	1	1	0
140	2	3	1	3
230	1	0	2	2
150	3	2	0	2
230	2	2	4	1
140	1	3	1	2
230	4	1	3	3
140	1	2	3	2
230	3	3	5	4
111	9	5	8	4
230	5	4	6	6
150	0	2	0	1
251	2	4	2	3
130	7	2	5	3
241	0	8	2	8
130	5	3	4	1
241	2	8	2	4
0	0	0	0	0
251	2	3	1	3
140	3	2	0	2
251	1	3	0	3
130	4	1	2	2
241	2	8	2	3
0	0	0	0	0
241	2	8	2	2
140	0	2	2	2
251	0	3	2	3
140	2	2	0	2
210	1	4	0	3
140	0	2	3	2
200	0	4	1	4
140	3	2	3	8
