151	7	7	7	4
251	2	7	2	4
131	9	7	7	6
231	0	7	2	6
141	9	8	9	7
250	2	1	2	3
163	6	6	5	6
230	0	1	2	2
141	9	7	3	7
250	2	3	7	3
151	7	4	8	4
240	0	0	0	1
150	7	1	7	2
240	0	1	8	1
141	3	7	3	6
241	0	8	2	8
150	7	2	3	2
220	0	2	2	0
163	5	6	4	6
250	7	3	7	1
163	4	6	4	5
250	7	1	9	1
163	4	5	3	5
210	0	3	1	4
150	3	2	5	2
230	2	2	4	3
150	5	2	5	4
251	2	4	5	4
151	8	4	5	4
230	4	3	6	2
151	5	4	5	6
240	8	1	2	1
163	3	5	3	4
250	9	1	4	1
140	9	0	9	1
0	0	0	0	0
121	9	6	7	4
264	3	8	4	8
140	9	0	9	1
210	1	4	0	3
0	0	0	0	0
230	6	2	4	3
163	3	4	3	3
231	2	6	1	8
151	5	6	5	4
221	0	6	2	4
163	3	3	3	2
230	4	3	6	2
151	5	4	4	4
241	2	8	2	6
131	7	6	5	5
241	2	6	3	6
131	5	5	3	6
230	6	2	4	3
0	0	0	0	0
231	1	8	2	6
140	9	1	6	1
230	6	2	8	3
131	3	6	2	8
231	2	6	0	7
0	0	0	0	0
231	2	6	4	5
131	2	8	1	6
200	0	4	0	3
140	6	1	6	3
240	2	1	2	3
163	3	2	3	3
230	8	3	7	1
140	6	3	7	3
230	7	1	5	2
121	7	4	5	2
0	0	0	0	0
0	0	0	0	0
230	7	1	9	2
121	7	4	9	2
240	2	3	1	3
151	4	4	4	3
210	1	4	2	3
0	0	0	0	0
231	4	5	3	3
151	4	3	1	3
200	0	3	1	3
140	7	3	3	3
210	1	4	2	3
131	1	6	2	4
