151	7	7	7	4
251	2	7	2	4
131	9	7	7	6
231	0	7	2	6
141	9	8	9	7
230	0	1	2	2
150	7	1	7	3
241	0	8	1	8
130	9	1	7	2
261	3	2	4	2
163	6	6	5	6
230	2	2	4	1
141	9	7	4	7
241	1	8	1	2
161	6	2	5	2
230	4	1	6	2
140	9	0	9	1
250	2	1	2	1
240	0	0	0	1
150	7	3	6	3
261	4	2	5	2
150	6	3	2	3
251	2	4	1	4
141	4	7	2	7
241	1	2	1	3
141	2	7	2	7
150	2	3	2	2
230	6	2	7	4
121	9	6	7	4
261	5	2	6	2
130	7	2	8	4
241	1	3	1	2
141	2	7	2	6
250	2	1	2	6
140	9	1	0	1
241	1	2	2	2
130	8	4	9	6
261	6	2	7	2
131	7	6	5	5
251	1	4	6	4
0	0	0	0	0
0	0	0	0	0
130	9	6	7	7
241	2	2	2	2
261	7	2	7	3
140	0	1	7	1
261	7	3	8	3
111	9	5	8	4
251	1	4	1	2
120	9	2	7	0
241	2	2	6	2
140	7	1	8	1
261	8	3	8	2
140	8	1	7	1
263	3	6	4	6
131	7	6	5	5
263	4	6	5	6
131	5	5	3	4
250	2	6	2	4
130	7	7	5	6
251	1	2	1	4
131	3	4	5	5
0	0	0	0	0
140	7	1	3	1
241	6	2	7	2
120	7	0	9	2
261	8	2	8	3
131	3	4	5	5
251	1	4	6	4
130	5	6	3	5
261	8	3	8	4
100	9	4	9	5
261	8	4	9	4
100	9	5	8	5
241	7	2	8	2
100	8	5	7	5
250	2	4	2	5
140	3	1	3	4
211	0	5	1	4
140	3	4	6	4
241	8	2	3	2
100	7	5	8	5
241	3	2	3	5
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
140	3	4	3	4
121	7	4	9	6
251	6	4	6	6
100	7	5	7	4
261	9	4	9	3
140	3	4	6	4
251	6	6	6	6
251	6	6	4	6
130	3	5	2	3
200	0	4	0	5
140	6	4	6	6
220	0	2	2	4
130	2	3	4	4
241	8	2	5	2
0	0	0	0	0
241	8	2	9	2
131	5	5	3	6
241	9	2	7	2
100	7	4	8	4
241	7	2	7	5
140	6	6	6	6
131	3	6	1	7
200	0	5	0	4
131	1	7	3	8
251	4	6	4	5
131	3	8	1	7
241	7	5	8	5
100	8	4	7	4
250	2	5	3	5
164	6	8	5	8
250	3	5	3	4
130	4	4	3	2
251	4	5	4	4
100	7	4	7	3
251	4	4	4	2
140	6	6	6	4
250	3	4	3	3
140	6	4	6	4
140	6	4	3	4
250	3	3	2	3
130	3	2	2	0
250	2	3	2	1
140	3	4	3	1
220	2	4	0	2
140	3	1	3	1
140	3	1	2	1
220	0	2	2	0
140	2	1	2	0
241	8	5	3	5
140	2	0	2	6
241	3	5	3	3
100	7	3	7	4
241	3	3	3	4
100	7	4	7	3
221	0	6	2	4
140	2	6	2	6
140	2	6	6	6
0	0	0	0	0
100	7	3	8	3
261	9	3	9	2
131	1	7	3	6
221	2	4	2	4
251	4	2	1	2
121	9	6	7	4
241	3	4	7	4
140	2	6	2	4
241	7	4	7	5
100	8	3	8	4
241	7	5	3	5
131	3	6	2	8
0	0	0	0	0
131	3	6	2	8
251	1	2	1	3
140	2	4	2	6
241	3	5	3	4
100	8	4	8	5
211	1	4	0	5
131	2	8	1	6
251	1	3	1	5
0	0	0	0	0
0	0	0	0	0
140	2	6	2	5
210	0	3	1	4
140	2	5	2	0
210	1	4	2	3
131	2	8	1	6
251	1	3	1	5
140	2	0	0	0
200	0	4	1	4
140	0	0	0	5
