150	7	1	7	4
251	2	7	2	4
130	9	1	7	2
263	3	6	4	6
151	7	7	7	6
230	0	1	2	2
161	6	2	5	2
231	0	7	2	8
131	9	7	7	8
241	0	8	0	7
140	9	0	9	1
241	0	7	5	7
140	9	1	5	1
240	0	0	0	1
151	7	6	4	6
250	2	1	2	0
140	5	1	0	1
230	2	2	0	1
150	7	4	3	4
210	0	3	1	4
164	6	8	5	8
241	5	7	5	2
130	7	2	9	1
241	5	2	9	2
130	9	1	7	0
250	2	0	6	0
141	9	8	8	8
241	9	2	7	2
141	8	8	8	0
0	0	0	0	0
130	7	0	8	2
250	6	0	8	0
130	8	2	7	4
250	8	0	9	0
100	9	4	8	4
200	0	4	0	3
131	7	8	8	6
251	2	4	6	4
100	8	4	8	5
241	7	2	8	2
0	0	0	0	0
241	7	2	4	2
131	8	6	6	5
241	4	2	4	5
130	7	4	8	6
250	9	0	8	0
141	8	8	7	8
220	0	2	2	4
141	7	8	7	3
0	0	0	0	0
163	6	6	5	6
220	2	4	4	6
163	5	6	4	6
241	4	5	3	5
141	7	8	7	3
230	0	1	1	3
150	3	4	3	3
230	1	3	2	1
150	3	3	3	0
230	2	1	3	3
150	3	0	3	3
0	0	0	0	0
141	7	3	3	3
241	3	5	3	3
150	3	0	3	3
231	2	8	1	6
163	4	6	3	6
231	1	6	2	4
131	6	5	4	4
231	2	4	4	5
130	8	6	6	5
250	8	0	6	0
0	0	0	0	0
200	0	3	0	4
150	3	3	3	4
0	0	0	0	0
131	4	4	3	2
0	0	0	0	0
163	3	6	3	5
261	3	2	4	2
130	6	5	4	6
231	4	5	6	6
100	8	5	8	4
250	8	0	5	0
0	0	0	0	0
250	8	0	7	0
131	4	4	5	6
251	6	4	2	4
163	3	5	2	5
210	1	4	2	5
130	4	6	2	5
200	0	4	1	4
131	5	6	3	5
250	7	0	7	4
100	8	4	8	3
250	7	4	7	6
150	3	3	3	4
200	1	4	1	5
150	3	4	5	4
0	0	0	0	0
130	2	5	1	7
250	7	6	8	6
131	3	5	2	7
251	2	4	2	6
164	5	8	4	8
264	3	8	4	8
150	3	4	3	8
231	6	6	8	5
110	9	3	8	4
231	8	5	6	4
100	8	3	9	3
231	6	4	7	2
100	9	3	9	4
251	2	6	9	6
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
100	8	3	7	3
200	1	5	1	4
150	3	8	1	8
200	1	4	2	4
0	0	0	0	0
200	1	4	0	4
150	1	8	0	8
231	6	4	5	2
0	0	0	0	0
0	0	0	0	0
110	8	4	9	3
231	6	4	5	2
100	7	3	8	3
250	8	6	8	7
131	2	7	4	6
251	2	6	9	6
131	4	6	2	5
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
231	6	4	5	2
100	7	3	8	3
251	2	6	2	4
100	8	3	8	4
231	5	2	6	4
121	9	6	7	4
231	6	4	7	2
100	8	4	8	5
231	7	2	9	3
100	8	5	7	5
