151	7	7	7	4
250	2	1	2	4
131	9	7	7	6
251	2	7	2	6
151	7	4	3	4
210	0	3	1	4
150	7	1	7	4
230	0	1	2	2
151	3	4	5	4
240	0	0	0	1
130	9	1	7	2
231	0	7	2	8
140	9	0	8	0
241	0	8	0	7
140	8	0	8	3
240	0	1	6	1
140	8	3	6	3
261	3	2	4	2
140	6	3	1	3
263	3	6	4	6
140	1	3	1	2
240	6	1	0	1
141	9	8	8	8
241	0	7	3	7
141	8	8	8	5
241	3	7	3	4
151	5	4	2	4
221	0	6	2	4
150	7	4	3	4
230	2	2	3	4
140	1	2	1	3
240	0	1	7	1
131	7	6	8	4
251	2	6	6	6
141	8	5	3	5
230	3	4	2	2
0	0	0	0	0
240	7	1	3	1
141	3	5	3	8
231	2	8	3	6
120	9	2	7	4
230	3	4	5	5
162	6	4	5	4
251	6	6	6	0
130	7	2	6	0
240	3	1	6	1
131	8	4	7	2
263	4	6	5	6
120	7	4	5	6
231	3	6	5	7
141	3	8	3	7
230	5	5	7	6
140	1	3	8	3
260	3	0	4	0
141	3	7	3	0
240	6	1	5	1
162	5	4	4	4
240	5	1	5	4
121	9	6	7	4
260	4	0	5	0
162	4	4	4	3
260	5	0	6	0
131	7	2	6	0
230	7	6	6	8
110	9	3	8	4
231	5	7	3	8
141	3	0	3	3
231	3	8	4	6
162	4	3	4	2
230	6	8	7	6
131	6	0	4	1
231	4	6	5	8
131	4	1	2	2
