151	7	7	7	4
250	2	1	2	4
131	9	7	7	6
251	2	7	2	6
151	7	4	3	4
210	0	3	1	4
141	9	8	9	7
230	0	1	2	2
151	3	4	5	4
240	0	0	0	1
150	7	1	7	4
0	0	0	0	0
150	7	1	7	2
240	0	1	8	1
150	7	2	3	2
251	2	6	6	6
150	3	2	0	2
230	2	2	4	3
121	9	6	7	4
230	4	3	6	2
141	9	7	6	7
230	6	2	5	4
162	6	4	5	4
251	6	6	6	1
150	0	2	0	1
251	6	1	9	1
150	0	1	9	1
231	0	7	2	6
131	7	6	5	5
241	0	8	0	7
141	6	7	0	7
231	2	6	0	7
131	5	5	3	6
231	0	7	2	6
131	3	6	2	4
221	0	6	2	4
160	6	0	5	0
231	2	6	4	5
111	9	5	8	4
231	4	5	5	3
162	5	4	4	4
231	5	3	7	2
160	5	0	4	0
260	3	0	4	0
140	9	0	4	0
240	8	1	9	1
140	4	0	4	2
0	0	0	0	0
162	4	4	3	4
240	9	1	6	1
0	0	0	0	0
221	2	4	0	6
140	4	0	4	2
231	7	2	5	3
140	4	2	0	2
210	1	4	0	3
162	3	4	3	5
240	9	1	3	1
162	3	5	2	5
240	3	1	2	1
162	2	5	1	5
231	5	3	6	1
140	0	2	6	2
231	6	1	4	0
140	6	2	6	4
211	0	5	1	4
140	6	4	6	5
240	2	1	2	6
0	0	0	0	0
240	2	1	2	4
100	9	4	9	5
240	2	4	2	5
140	6	5	2	5
211	1	4	2	5
164	6	8	5	8
231	4	0	5	2
0	0	0	0	0
231	4	0	6	1
100	9	5	8	5
231	6	1	5	3
164	5	8	4	8
264	3	8	4	8
100	8	5	7	5
264	4	8	5	8
100	7	5	8	5
264	5	8	6	8
100	8	5	9	5
264	6	8	6	7
100	9	5	8	5
264	6	7	6	6
100	8	5	9	5
264	6	6	7	6
100	9	5	8	5
264	7	6	8	6
100	8	5	9	5
231	5	3	6	5
100	9	5	9	4
231	6	5	7	7
0	0	0	0	0
264	8	6	8	5
111	8	4	9	5
231	6	5	7	3
0	0	0	0	0
0	0	0	0	0
162	1	5	1	6
231	6	5	5	3
111	8	4	9	5
0	0	0	0	0
0	0	0	0	0
200	0	4	0	5
162	1	6	1	7
211	2	5	1	4
162	1	7	1	6
231	6	5	8	6
111	8	4	9	5
231	8	6	6	5
110	9	3	8	4
211	1	4	2	5
100	9	4	9	3
200	0	5	0	4
162	1	6	1	5
231	6	5	5	3
100	9	3	8	3
231	5	3	7	4
0	0	0	0	0
0	0	0	0	0
162	1	5	1	6
231	5	3	7	2
100	9	3	8	3
231	7	2	5	3
121	7	4	5	2
